GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Salary
2.7,Lower-tier,STEM,West,3,1,2,Large,Handshake,2,16,2,1,72032.0
3.51,Mid-tier,STEM,South,1,2,2,Medium,Indeed,10,165,8,8,80733.0
2.43,Mid-tier,Arts,West,1,0,0,Medium,LinkedIn,9,81,4,4,63002.0
3.53,Lower-tier,STEM,West,1,2,5,Small,Handshake,7,9,2,1,80765.0
3.02,Mid-tier,STEM,Northeast,1,3,1,Medium,LinkedIn,8,70,4,1,84416.0
3.6,Mid-tier,Business,West,2,2,1,Small,Indeed,6,145,5,3,65669.0
3.47,Mid-tier,STEM,South,2,1,4,Medium,Indeed,6,99,3,2,63922.0
3.08,Mid-tier,STEM,Northeast,2,3,3,Small,Handshake,9,55,3,3,90257.0
3.27,Top-tier,Business,West,2,4,2,Large,Handshake,4,36,2,2,86051.0
3.24,Lower-tier,Business,Northeast,0,1,2,Medium,Handshake,12,62,2,2,59725.0
3.51,Mid-tier,STEM,West,2,1,2,Large,Indeed,4,58,2,1,85347.0
3.22,Mid-tier,STEM,Midwest,0,0,2,Small,LinkedIn,4,22,2,1,90932.0
3.15,Lower-tier,Business,South,3,1,6,Large,LinkedIn,3,12,2,2,86695.0
2.86,Lower-tier,STEM,Midwest,3,1,4,Medium,Handshake,10,55,3,1,75844.0
3.39,Mid-tier,STEM,Northeast,1,3,0,Small,Handshake,6,5,2,1,90222.0
3.64,Mid-tier,Business,West,3,3,2,Large,LinkedIn,1,6,2,2,87649.0
2.49,Lower-tier,Business,Northeast,1,3,5,Large,Indeed,2,32,2,1,53627.0
3.32,Lower-tier,Humanities,Midwest,1,4,7,Medium,Handshake,1,8,2,2,54703.0
3.31,Lower-tier,STEM,Midwest,3,1,5,Medium,LinkedIn,11,139,6,4,97972.0
3.93,Top-tier,STEM,West,0,0,2,Small,Handshake,4,25,2,2,92554.0
3.1,Top-tier,STEM,Midwest,3,2,4,Medium,Indeed,12,194,2,2,88441.0
3.36,Top-tier,Humanities,West,3,1,1,Medium,Handshake,8,70,3,3,80582.0
2.94,Mid-tier,Arts,Midwest,0,2,1,Large,Handshake,3,6,2,1,61090.0
3.73,Lower-tier,Business,Northeast,2,1,1,Medium,LinkedIn,11,82,2,2,87073.0
2.74,Mid-tier,Healthcare,Northeast,4,2,7,Large,Indeed,8,149,6,1,69313.0
4.0,Lower-tier,Business,South,4,2,1,Large,LinkedIn,8,66,3,1,87829.0
2.54,Lower-tier,Business,Midwest,4,2,3,Medium,LinkedIn,5,20,2,1,70184.0
3.33,Lower-tier,Business,Northeast,2,4,2,Medium,LinkedIn,4,35,2,1,83356.0
2.83,Mid-tier,STEM,Midwest,1,0,4,Medium,Indeed,9,93,5,5,73018.0
3.31,Lower-tier,Humanities,South,1,1,5,Medium,LinkedIn,8,60,3,3,58283.0
2.88,Lower-tier,Business,Midwest,1,2,2,Medium,LinkedIn,11,113,2,1,77333.0
2.92,Mid-tier,Business,West,3,0,3,Medium,Indeed,8,104,5,1,69838.0
3.53,Mid-tier,Business,Northeast,0,1,2,Medium,LinkedIn,10,73,3,1,63153.0
3.12,Mid-tier,Humanities,West,4,1,1,Medium,LinkedIn,3,25,2,2,77369.0
2.53,Mid-tier,STEM,South,1,1,2,Medium,LinkedIn,5,30,2,2,105349.0
2.79,Mid-tier,Business,Midwest,4,5,3,Medium,LinkedIn,9,87,2,2,75120.0
3.36,Mid-tier,STEM,Midwest,0,3,5,Large,Handshake,5,21,2,1,73357.0
3.03,Lower-tier,Humanities,Northeast,2,2,2,Large,LinkedIn,10,6,2,2,68219.0
3.06,Mid-tier,Business,Midwest,3,1,2,Medium,LinkedIn,6,59,2,2,83302.0
2.97,Lower-tier,Healthcare,South,1,0,4,Medium,LinkedIn,9,99,5,2,67840.0
3.18,Mid-tier,STEM,Midwest,3,1,2,Small,Handshake,9,34,2,1,86691.0
3.69,Top-tier,Business,South,2,2,3,Medium,LinkedIn,6,5,2,2,85470.0
3.73,Lower-tier,Healthcare,West,1,1,2,Medium,Handshake,7,60,4,2,67233.0
3.25,Lower-tier,STEM,South,1,0,3,Large,Handshake,7,57,3,3,88406.0
4.0,Top-tier,STEM,Midwest,3,0,7,Large,LinkedIn,9,78,2,1,117672.0
3.55,Lower-tier,Arts,South,0,2,3,Small,Handshake,6,5,2,2,48829.0
3.12,Mid-tier,Healthcare,Northeast,0,1,1,Large,LinkedIn,10,110,6,3,66121.0
3.51,Mid-tier,Business,West,5,4,3,Small,Handshake,12,5,2,2,97753.0
3.23,Mid-tier,Business,West,3,1,4,Large,LinkedIn,11,106,5,4,101540.0
3.18,Lower-tier,STEM,South,2,1,3,Medium,Indeed,4,41,3,2,84382.0
4.0,Top-tier,Healthcare,West,2,3,3,Large,Indeed,5,39,2,1,73843.0
3.63,Lower-tier,Healthcare,West,3,1,4,Large,LinkedIn,4,42,3,3,81293.0
3.49,Mid-tier,Healthcare,Midwest,3,3,4,Large,Indeed,8,128,5,1,69297.0
3.36,Mid-tier,Business,West,2,2,3,Medium,Handshake,3,5,2,2,71808.0
2.71,Lower-tier,Business,South,1,1,6,Large,Handshake,1,5,2,2,66724.0
2.79,Mid-tier,Arts,West,1,2,5,Large,Handshake,8,14,2,2,60556.0
3.18,Lower-tier,Business,West,0,1,5,Small,Indeed,3,59,3,3,58132.0
2.38,Lower-tier,Healthcare,Northeast,0,2,2,Large,Handshake,10,28,2,1,35000.0
3.51,Lower-tier,Business,South,2,3,3,Large,LinkedIn,1,8,2,1,92754.0
3.5,Lower-tier,Business,Northeast,2,1,2,Medium,Indeed,10,88,4,2,75990.0
3.79,Lower-tier,STEM,South,3,2,0,Small,LinkedIn,7,54,2,1,99888.0
3.13,Lower-tier,Business,South,0,4,1,Large,LinkedIn,12,118,6,4,65877.0
3.16,Mid-tier,STEM,West,3,2,3,Medium,LinkedIn,5,60,2,1,102133.0
3.32,Mid-tier,Humanities,West,3,0,3,Large,Handshake,9,54,3,1,67294.0
2.68,Mid-tier,STEM,Northeast,1,2,2,Small,Handshake,5,24,2,2,74022.0
3.53,Mid-tier,Healthcare,Midwest,0,2,4,Large,Handshake,7,59,3,3,46666.0
3.47,Mid-tier,STEM,West,1,3,2,Medium,Handshake,3,16,2,1,69320.0
2.74,Lower-tier,Business,South,1,1,1,Medium,Indeed,12,178,4,1,55571.0
3.67,Top-tier,Humanities,Northeast,0,0,3,Small,Handshake,11,95,3,3,65713.0
2.78,Lower-tier,Business,Midwest,3,3,5,Medium,LinkedIn,2,17,2,1,96522.0
3.63,Lower-tier,STEM,South,0,1,4,Large,Handshake,12,92,2,2,78581.0
3.45,Mid-tier,Business,Midwest,2,0,5,Medium,LinkedIn,2,5,2,1,89037.0
2.95,Lower-tier,Healthcare,Midwest,1,2,4,Small,Handshake,9,22,2,1,71331.0
3.37,Lower-tier,Humanities,South,1,1,1,Large,Handshake,2,9,2,1,60412.0
3.12,Lower-tier,Business,South,4,0,0,Large,LinkedIn,9,81,4,1,86812.0
2.49,Lower-tier,STEM,South,2,1,2,Large,Handshake,7,45,3,1,75453.0
2.97,Mid-tier,Humanities,Northeast,2,2,5,Medium,LinkedIn,1,7,2,2,68210.0
3.29,Mid-tier,Humanities,South,0,1,4,Medium,Handshake,5,16,2,2,52124.0
2.53,Mid-tier,Humanities,Northeast,0,1,1,Medium,LinkedIn,5,31,2,1,69280.0
3.3,Mid-tier,Healthcare,West,2,2,4,Medium,Handshake,7,26,2,2,65251.0
3.68,Mid-tier,Arts,Northeast,2,3,4,Medium,Handshake,12,64,2,1,71322.0
2.42,Mid-tier,STEM,Midwest,0,2,6,Medium,Indeed,12,124,3,3,58270.0
3.34,Mid-tier,STEM,Northeast,1,0,1,Medium,LinkedIn,10,80,2,2,77361.0
3.23,Mid-tier,Business,West,3,2,6,Large,LinkedIn,12,54,2,2,70326.0
2.8,Mid-tier,Healthcare,West,1,2,1,Medium,Handshake,8,38,2,1,57159.0
3.1,Mid-tier,Healthcare,Northeast,1,3,4,Medium,Indeed,7,68,3,2,53160.0
3.8,Mid-tier,Humanities,South,0,1,6,Small,LinkedIn,7,26,2,2,66803.0
3.67,Mid-tier,STEM,South,1,3,2,Large,LinkedIn,8,94,3,3,94149.0
3.22,Top-tier,Humanities,West,1,3,3,Medium,Indeed,2,35,2,2,78867.0
3.19,Mid-tier,Business,West,1,2,1,Small,LinkedIn,1,5,2,1,64235.0
2.67,Mid-tier,STEM,Northeast,2,0,8,Medium,Handshake,9,67,2,1,83122.0
2.57,Lower-tier,Business,Northeast,2,4,2,Large,Indeed,2,45,3,1,78509.0
3.22,Mid-tier,Healthcare,West,0,2,6,Small,Handshake,9,49,2,2,57082.0
3.85,Lower-tier,Business,South,1,4,3,Large,Handshake,3,26,2,1,84525.0
3.02,Mid-tier,Healthcare,West,0,4,5,Medium,Handshake,8,6,2,2,63676.0
3.47,Mid-tier,Healthcare,Midwest,1,2,5,Medium,Handshake,9,25,2,2,53757.0
2.87,Top-tier,Business,Northeast,5,3,4,Large,LinkedIn,9,112,5,1,86717.0
3.16,Lower-tier,Business,Northeast,2,7,0,Medium,Indeed,8,181,9,5,76066.0
3.16,Mid-tier,Humanities,Northeast,0,3,3,Large,LinkedIn,5,49,2,1,69814.0
3.31,Lower-tier,STEM,West,0,5,4,Small,Handshake,9,22,2,2,72813.0
3.22,Mid-tier,Healthcare,West,2,0,2,Medium,Handshake,8,42,2,1,61059.0
3.2,Top-tier,STEM,Northeast,4,1,3,Small,LinkedIn,12,122,3,2,102735.0
3.13,Lower-tier,Healthcare,Midwest,1,1,2,Large,Handshake,6,5,2,2,61115.0
3.44,Mid-tier,STEM,Midwest,2,3,2,Large,LinkedIn,1,9,2,1,97188.0
3.74,Mid-tier,Humanities,South,0,4,1,Medium,LinkedIn,8,25,2,1,67660.0
3.85,Lower-tier,Business,Midwest,1,1,2,Medium,LinkedIn,10,71,4,3,79055.0
3.07,Mid-tier,Humanities,South,1,0,8,Large,Handshake,10,88,5,5,62589.0
3.48,Top-tier,STEM,Midwest,1,3,5,Small,LinkedIn,8,72,4,2,101371.0
3.8,Lower-tier,STEM,West,3,0,2,Small,LinkedIn,11,150,6,1,101429.0
3.29,Lower-tier,Business,Midwest,2,2,4,Medium,LinkedIn,2,16,2,2,102987.0
2.73,Top-tier,Humanities,West,0,2,3,Large,Handshake,12,80,3,2,61768.0
2.48,Lower-tier,Healthcare,Northeast,2,1,2,Medium,LinkedIn,4,48,2,1,58802.0
3.23,Lower-tier,STEM,West,2,3,4,Large,Handshake,3,17,2,1,92173.0
3.05,Mid-tier,STEM,South,0,0,1,Small,Handshake,1,5,2,1,71640.0
2.97,Lower-tier,Business,South,0,4,4,Medium,LinkedIn,7,21,2,2,71993.0
3.26,Lower-tier,STEM,South,3,2,4,Small,Handshake,3,5,2,2,90753.0
4.0,Mid-tier,STEM,Midwest,1,2,3,Medium,LinkedIn,6,38,2,2,82932.0
3.54,Top-tier,Humanities,Midwest,0,3,2,Large,Handshake,2,17,2,2,83423.0
2.85,Mid-tier,Humanities,South,3,1,2,Large,LinkedIn,8,60,3,1,79943.0
3.81,Mid-tier,STEM,Northeast,5,5,3,Small,Handshake,9,72,4,4,106151.0
3.37,Mid-tier,STEM,South,4,2,1,Large,Indeed,6,88,4,3,78061.0
3.45,Lower-tier,STEM,Northeast,3,0,1,Medium,Indeed,9,105,5,5,93043.0
3.54,Top-tier,Humanities,Midwest,0,1,6,Medium,LinkedIn,3,17,2,1,69314.0
3.52,Top-tier,Healthcare,Northeast,1,3,1,Large,LinkedIn,6,53,2,2,91197.0
3.1,Mid-tier,STEM,South,3,2,2,Large,Handshake,2,12,2,2,73464.0
2.73,Mid-tier,Healthcare,Midwest,0,3,7,Medium,Handshake,4,26,2,1,60616.0
2.62,Top-tier,Humanities,West,2,3,4,Small,Indeed,6,11,2,2,67317.0
3.19,Mid-tier,Business,Northeast,1,2,4,Small,Handshake,12,80,5,2,79744.0
3.56,Lower-tier,STEM,Midwest,1,1,5,Large,Handshake,10,16,2,1,66592.0
4.0,Top-tier,Business,South,1,4,3,Medium,LinkedIn,9,55,3,2,99700.0
3.27,Lower-tier,STEM,South,1,2,5,Large,Handshake,11,62,2,1,77394.0
3.61,Top-tier,Business,South,4,3,2,Large,Handshake,4,18,2,2,111693.0
3.31,Mid-tier,Humanities,Midwest,3,5,3,Large,LinkedIn,3,24,2,2,63035.0
2.94,Lower-tier,STEM,South,2,3,4,Large,Handshake,5,25,2,2,88476.0
2.36,Mid-tier,Healthcare,South,1,0,2,Large,LinkedIn,4,48,3,2,61056.0
2.87,Mid-tier,Humanities,Midwest,3,0,1,Small,Handshake,12,66,4,3,74635.0
3.54,Mid-tier,Healthcare,South,1,2,2,Large,Indeed,11,84,4,4,62599.0
3.64,Top-tier,Business,Northeast,2,0,3,Medium,Handshake,4,33,2,1,82126.0
3.31,Lower-tier,STEM,West,1,0,6,Medium,LinkedIn,8,84,5,2,85497.0
3.02,Mid-tier,Humanities,Northeast,1,3,3,Large,LinkedIn,10,80,4,1,64226.0
3.62,Lower-tier,Healthcare,Midwest,2,1,2,Small,Handshake,7,31,2,1,61390.0
3.83,Top-tier,Humanities,Midwest,1,0,6,Medium,LinkedIn,3,31,2,1,73827.0
3.32,Mid-tier,STEM,Northeast,2,3,5,Small,Handshake,12,24,2,1,89081.0
3.59,Mid-tier,Arts,West,2,1,2,Large,LinkedIn,4,38,2,2,75200.0
2.73,Top-tier,Humanities,Midwest,0,2,3,Medium,LinkedIn,2,23,2,1,61968.0
3.27,Lower-tier,Humanities,Midwest,1,1,5,Small,Handshake,12,18,2,2,50181.0
3.36,Mid-tier,Humanities,South,2,2,5,Large,Handshake,6,6,2,1,71582.0
3.26,Mid-tier,Healthcare,Northeast,0,1,4,Small,LinkedIn,10,101,5,2,60874.0
3.66,Lower-tier,Healthcare,Midwest,3,4,3,Medium,LinkedIn,7,52,2,2,83868.0
3.45,Mid-tier,STEM,Northeast,0,1,2,Medium,Handshake,7,43,2,1,75617.0
3.0,Mid-tier,Humanities,South,1,1,1,Large,Indeed,12,132,2,1,51533.0
3.69,Lower-tier,Business,Northeast,2,4,1,Large,LinkedIn,5,45,3,3,97169.0
3.26,Lower-tier,STEM,West,3,1,9,Medium,LinkedIn,1,7,2,1,96509.0
3.32,Top-tier,STEM,Northeast,1,1,3,Small,Handshake,5,25,2,1,92629.0
3.06,Lower-tier,Business,Midwest,0,3,5,Large,Handshake,4,14,2,1,76914.0
3.6,Mid-tier,Humanities,Midwest,0,4,7,Small,Handshake,5,38,2,1,69204.0
3.99,Lower-tier,STEM,West,1,1,3,Large,LinkedIn,7,74,2,2,96980.0
3.77,Mid-tier,Healthcare,Midwest,1,3,2,Small,LinkedIn,6,27,2,2,68268.0
3.05,Mid-tier,Healthcare,West,2,2,3,Large,LinkedIn,9,66,4,2,75028.0
3.42,Mid-tier,Healthcare,Midwest,0,2,2,Medium,LinkedIn,5,30,2,1,67444.0
3.14,Lower-tier,Humanities,West,1,2,3,Large,Indeed,9,163,7,6,47056.0
4.0,Mid-tier,Humanities,Midwest,2,2,4,Large,LinkedIn,7,54,2,2,80731.0
4.0,Mid-tier,STEM,West,0,2,5,Large,Handshake,3,17,2,1,84737.0
3.36,Top-tier,STEM,Northeast,3,2,7,Medium,Indeed,10,86,3,3,104032.0
3.1,Mid-tier,Humanities,South,1,1,1,Small,Handshake,2,5,2,2,54441.0
3.59,Mid-tier,STEM,Midwest,3,1,4,Small,Indeed,8,56,2,1,96042.0
2.83,Lower-tier,STEM,Midwest,2,2,2,Medium,Handshake,11,29,2,2,84667.0
3.33,Lower-tier,STEM,West,2,1,6,Medium,LinkedIn,7,89,3,3,95436.0
2.69,Lower-tier,STEM,South,4,3,5,Medium,Handshake,10,68,3,1,94592.0
3.66,Mid-tier,STEM,Northeast,0,1,1,Large,Indeed,7,109,6,5,71654.0
3.21,Lower-tier,Business,South,0,2,1,Medium,Indeed,12,146,2,2,69754.0
2.92,Mid-tier,STEM,West,3,3,4,Medium,LinkedIn,3,40,3,2,86602.0
3.28,Top-tier,STEM,South,3,1,3,Medium,LinkedIn,11,47,2,2,116820.0
3.55,Top-tier,Healthcare,West,4,2,3,Large,LinkedIn,5,55,2,1,89466.0
3.33,Lower-tier,STEM,Midwest,1,3,6,Large,LinkedIn,5,59,2,2,96313.0
4.0,Lower-tier,Business,South,0,2,0,Medium,LinkedIn,8,60,2,1,75387.0
3.76,Lower-tier,Humanities,Midwest,2,1,3,Small,Handshake,12,40,3,1,59500.0
3.43,Mid-tier,Business,Northeast,0,0,5,Medium,Handshake,11,73,2,2,75787.0
3.34,Mid-tier,Humanities,Midwest,2,2,2,Medium,Indeed,2,22,2,1,69473.0
2.94,Mid-tier,Business,South,1,1,4,Medium,Handshake,7,21,2,2,73381.0
3.4,Lower-tier,STEM,West,2,0,3,Small,Handshake,5,20,2,1,98092.0
3.59,Lower-tier,Business,Midwest,2,2,2,Medium,LinkedIn,3,14,2,1,86654.0
2.84,Lower-tier,Business,Northeast,0,1,2,Medium,LinkedIn,10,135,5,1,75954.0
2.55,Mid-tier,STEM,West,0,2,0,Large,Handshake,9,31,2,2,78870.0
3.33,Lower-tier,Healthcare,Midwest,2,3,9,Small,Handshake,10,20,2,1,56730.0
3.16,Mid-tier,STEM,South,2,2,1,Large,LinkedIn,9,55,3,3,79255.0
3.56,Mid-tier,Humanities,Northeast,2,1,2,Medium,LinkedIn,3,41,3,2,70207.0
2.5,Top-tier,STEM,Northeast,2,2,4,Large,LinkedIn,8,57,3,2,95780.0
3.44,Mid-tier,STEM,South,3,1,5,Small,Handshake,3,9,2,1,97549.0
3.13,Lower-tier,Business,Midwest,0,3,1,Small,Handshake,7,36,2,1,48049.0
3.64,Lower-tier,Healthcare,Midwest,2,0,2,Medium,LinkedIn,9,76,2,1,92027.0
2.46,Mid-tier,Business,Midwest,3,2,3,Large,Handshake,3,5,2,1,61196.0
3.36,Mid-tier,STEM,West,0,2,3,Large,LinkedIn,11,111,2,1,65451.0
3.16,Mid-tier,Arts,South,4,3,3,Small,Handshake,1,5,2,2,73101.0
3.19,Top-tier,STEM,West,0,0,2,Medium,Indeed,9,81,3,1,76840.0
3.51,Lower-tier,Business,West,2,2,0,Large,Handshake,10,40,3,2,81772.0
3.41,Mid-tier,STEM,South,2,1,3,Small,Handshake,4,17,2,2,73342.0
2.65,Mid-tier,Healthcare,West,1,5,1,Large,LinkedIn,12,96,5,1,67309.0
2.77,Top-tier,STEM,Midwest,3,1,3,Small,Handshake,1,5,2,2,113883.0
3.36,Lower-tier,STEM,Midwest,3,0,3,Large,LinkedIn,12,76,3,3,92634.0
3.73,Lower-tier,Humanities,South,0,1,3,Small,LinkedIn,5,49,3,3,57543.0
3.51,Lower-tier,Business,Northeast,3,1,1,Small,LinkedIn,9,54,2,1,89121.0
3.43,Mid-tier,Business,South,1,0,3,Large,LinkedIn,11,159,4,3,81248.0
3.32,Top-tier,STEM,Northeast,1,4,4,Large,LinkedIn,1,5,2,1,105963.0
3.4,Mid-tier,STEM,Northeast,2,4,6,Medium,Handshake,7,31,2,1,88114.0
3.11,Lower-tier,Healthcare,West,3,2,2,Medium,LinkedIn,1,5,2,2,72830.0
3.09,Lower-tier,STEM,Midwest,2,4,1,Medium,Handshake,6,36,2,1,87138.0
3.22,Mid-tier,STEM,Northeast,1,3,0,Large,Indeed,7,56,2,1,69772.0
4.0,Mid-tier,STEM,West,3,2,1,Small,Handshake,2,12,2,2,98110.0
3.57,Mid-tier,Business,West,0,4,4,Large,LinkedIn,2,24,2,2,79395.0
3.4,Top-tier,STEM,West,2,0,1,Medium,LinkedIn,1,10,2,1,108784.0
2.82,Lower-tier,STEM,West,1,2,3,Medium,LinkedIn,11,117,6,2,77405.0
2.92,Mid-tier,STEM,South,3,0,2,Medium,LinkedIn,1,11,2,2,94752.0
2.3,Mid-tier,Healthcare,Northeast,2,3,5,Small,LinkedIn,1,8,2,2,64879.0
3.16,Mid-tier,STEM,Midwest,2,1,1,Large,LinkedIn,2,16,2,2,94608.0
3.02,Mid-tier,Business,South,1,1,4,Small,Handshake,3,6,2,2,81542.0
3.54,Lower-tier,STEM,West,0,2,4,Large,Handshake,4,8,2,1,95967.0
3.08,Top-tier,STEM,South,0,1,2,Medium,LinkedIn,3,35,2,2,95562.0
3.78,Top-tier,STEM,West,2,2,5,Small,LinkedIn,6,40,2,1,108989.0
2.43,Mid-tier,Healthcare,Midwest,1,2,4,Medium,LinkedIn,12,114,3,3,59202.0
3.83,Lower-tier,Business,West,3,4,1,Medium,LinkedIn,12,110,5,1,91588.0
2.81,Lower-tier,STEM,Northeast,1,2,2,Medium,LinkedIn,6,79,3,1,81179.0
3.55,Mid-tier,STEM,Midwest,1,0,4,Medium,Handshake,12,32,2,2,71380.0
3.56,Mid-tier,Healthcare,West,0,2,5,Medium,Handshake,4,16,2,2,56067.0
2.27,Mid-tier,STEM,West,3,1,4,Medium,Handshake,4,21,2,2,77363.0
3.12,Mid-tier,Arts,Northeast,0,1,1,Large,Handshake,3,18,2,1,61448.0
2.74,Mid-tier,Healthcare,West,2,1,1,Medium,Indeed,6,72,4,2,57865.0
2.96,Lower-tier,Humanities,West,1,1,2,Medium,Indeed,12,126,3,2,48308.0
3.28,Lower-tier,Healthcare,West,0,2,3,Large,Handshake,5,33,2,1,62151.0
3.94,Top-tier,STEM,Northeast,2,0,3,Medium,Handshake,4,23,2,2,99637.0
3.68,Top-tier,Business,West,2,2,2,Large,Indeed,6,51,2,2,79279.0
3.33,Lower-tier,STEM,South,1,1,1,Small,Handshake,12,50,3,3,89542.0
3.77,Mid-tier,STEM,South,3,0,5,Large,Handshake,6,21,2,1,106069.0
2.0,Top-tier,STEM,Midwest,0,1,5,Medium,LinkedIn,12,58,2,2,100522.0
3.56,Lower-tier,Healthcare,South,0,3,2,Large,Handshake,11,106,2,2,48193.0
3.15,Lower-tier,Healthcare,Northeast,4,1,3,Medium,Indeed,7,31,2,1,66622.0
3.05,Mid-tier,Arts,South,2,2,4,Medium,Indeed,9,102,4,1,43875.0
3.12,Lower-tier,Business,West,3,0,5,Medium,LinkedIn,9,76,2,1,80475.0
3.18,Mid-tier,STEM,Northeast,2,1,2,Large,Indeed,7,112,2,1,77251.0
3.51,Mid-tier,Humanities,South,1,0,1,Small,LinkedIn,6,35,2,1,62357.0
3.45,Mid-tier,STEM,South,2,4,4,Large,LinkedIn,6,56,2,1,87091.0
3.44,Lower-tier,Business,Northeast,3,6,1,Medium,Handshake,6,40,2,2,75885.0
4.0,Mid-tier,STEM,South,1,1,6,Small,Handshake,5,5,2,2,79190.0
3.32,Mid-tier,Healthcare,Northeast,2,3,7,Large,Handshake,1,5,2,2,63549.0
3.07,Lower-tier,Healthcare,South,3,1,3,Medium,LinkedIn,10,88,4,2,67870.0
3.35,Lower-tier,Healthcare,West,2,3,2,Medium,Handshake,2,15,2,2,71025.0
3.35,Lower-tier,Business,West,3,2,2,Large,LinkedIn,11,82,4,4,106719.0
3.13,Mid-tier,STEM,West,1,2,2,Large,Indeed,4,41,3,3,63009.0
3.24,Lower-tier,Healthcare,Northeast,3,3,4,Medium,Indeed,10,138,4,3,73941.0
3.33,Mid-tier,Business,Midwest,0,3,1,Large,Handshake,7,39,2,1,72962.0
2.88,Mid-tier,Business,West,2,3,1,Large,Handshake,5,14,2,1,69086.0
3.23,Mid-tier,Business,South,0,3,7,Medium,Handshake,10,28,2,1,59446.0
3.33,Mid-tier,STEM,West,2,4,8,Large,Handshake,3,13,2,1,98077.0
3.53,Lower-tier,Arts,Northeast,3,1,4,Large,LinkedIn,4,35,2,2,67282.0
3.05,Mid-tier,Healthcare,Midwest,1,2,2,Medium,Handshake,3,14,2,2,60539.0
3.2,Top-tier,Business,West,1,4,3,Medium,Indeed,2,25,2,1,75036.0
3.7,Mid-tier,STEM,Midwest,0,1,5,Large,LinkedIn,1,12,2,2,81772.0
2.99,Mid-tier,STEM,Northeast,1,2,1,Medium,Indeed,2,21,2,2,70007.0
2.84,Mid-tier,Healthcare,Northeast,1,1,2,Medium,Handshake,11,84,2,2,53021.0
3.68,Mid-tier,STEM,South,2,1,6,Large,LinkedIn,9,85,5,3,99646.0
3.41,Lower-tier,Arts,South,4,1,7,Large,Indeed,1,14,2,2,73306.0
2.25,Top-tier,Business,West,0,3,0,Medium,LinkedIn,5,42,3,2,78610.0
3.07,Lower-tier,Healthcare,Midwest,2,2,1,Medium,LinkedIn,8,105,6,4,81467.0
3.11,Mid-tier,STEM,Midwest,1,4,3,Large,Handshake,11,77,4,2,75700.0
2.51,Lower-tier,Humanities,West,1,2,3,Medium,Handshake,7,52,2,2,51690.0
3.1,Mid-tier,Business,Northeast,0,1,4,Medium,Handshake,3,16,2,2,59092.0
3.9,Mid-tier,Healthcare,Midwest,2,3,2,Medium,LinkedIn,12,104,5,4,75609.0
3.78,Lower-tier,Business,South,2,2,3,Large,LinkedIn,10,113,4,4,86521.0
3.61,Lower-tier,Humanities,Northeast,1,2,4,Large,Handshake,5,16,2,2,67071.0
2.67,Mid-tier,STEM,South,0,1,3,Large,LinkedIn,8,118,4,2,85702.0
3.8,Mid-tier,Arts,Northeast,1,2,0,Medium,Handshake,11,66,2,1,55110.0
3.33,Mid-tier,Business,West,2,1,2,Medium,LinkedIn,2,21,2,2,84437.0
3.52,Mid-tier,Business,South,1,3,3,Large,LinkedIn,9,46,3,2,89104.0
3.46,Top-tier,Arts,West,2,0,4,Large,LinkedIn,7,37,2,2,66460.0
3.69,Lower-tier,STEM,South,0,3,2,Small,LinkedIn,2,18,2,1,97461.0
3.14,Lower-tier,Business,South,0,0,3,Large,LinkedIn,10,128,4,2,73240.0
3.05,Lower-tier,Humanities,South,2,1,6,Medium,LinkedIn,7,73,3,1,75948.0
3.37,Mid-tier,STEM,South,0,5,5,Medium,Handshake,1,9,2,1,87925.0
3.21,Mid-tier,Humanities,Northeast,3,2,3,Small,Handshake,7,63,3,1,79184.0
3.7,Mid-tier,Arts,West,1,3,2,Small,Handshake,5,16,2,1,70218.0
2.68,Mid-tier,Business,Midwest,4,2,2,Medium,LinkedIn,12,56,2,2,97120.0
3.57,Mid-tier,Business,Northeast,5,1,2,Medium,LinkedIn,12,90,4,2,89379.0
3.39,Lower-tier,Business,West,3,1,2,Small,Handshake,2,11,2,2,86950.0
2.49,Lower-tier,Business,Midwest,2,3,3,Large,Indeed,7,102,5,1,76419.0
3.44,Lower-tier,Business,South,2,1,0,Medium,LinkedIn,3,26,2,1,85389.0
3.51,Mid-tier,Arts,West,3,3,2,Large,LinkedIn,8,61,3,3,78071.0
3.22,Top-tier,Business,West,4,3,4,Small,LinkedIn,10,130,6,1,91733.0
3.88,Mid-tier,Business,West,2,4,0,Medium,LinkedIn,2,15,2,1,80923.0
3.33,Top-tier,Arts,South,2,0,2,Medium,LinkedIn,8,58,3,2,80604.0
2.82,Lower-tier,STEM,Northeast,0,4,1,Small,LinkedIn,6,50,3,1,78221.0
3.18,Lower-tier,Arts,South,3,1,2,Medium,Indeed,6,31,2,2,69821.0
2.77,Lower-tier,STEM,South,0,1,5,Large,Handshake,8,61,3,1,71206.0
3.07,Top-tier,Business,South,3,2,0,Small,LinkedIn,11,133,3,3,92814.0
3.24,Mid-tier,STEM,West,1,3,2,Medium,LinkedIn,4,36,2,1,82225.0
2.87,Mid-tier,Business,West,2,1,4,Large,LinkedIn,6,71,3,1,91440.0
3.25,Mid-tier,STEM,South,2,2,1,Large,Handshake,10,40,3,1,74701.0
3.54,Lower-tier,Business,South,3,1,5,Small,LinkedIn,7,81,3,2,92137.0
