GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Offer_Salary
3.43,Top-tier,Business,South,1,1,3,Large,Handshake,2,10,0,0,,
3.22,Lower-tier,Business,Northeast,1,5,2,Large,LinkedIn,4,19,0,0,,
2.77,Lower-tier,Healthcare,Midwest,0,3,3,Large,LinkedIn,6,60,4,1,,
2.44,Lower-tier,Arts,Midwest,1,2,2,Large,LinkedIn,3,29,2,1,,
2.75,Mid-tier,Humanities,South,0,3,6,Large,Indeed,11,166,0,0,,
3.45,Lower-tier,Humanities,Northeast,0,4,2,Small,Handshake,2,9,2,2,,
2.61,Mid-tier,Business,Northeast,3,4,1,Small,LinkedIn,4,44,3,2,,
3.25,Mid-tier,Business,Midwest,0,0,6,Large,Indeed,8,112,2,0,,
3.41,Top-tier,STEM,South,2,7,2,Large,Indeed,7,51,2,0,,
2.85,Mid-tier,Business,West,2,1,1,Large,LinkedIn,4,32,2,0,,
2.39,Lower-tier,STEM,South,2,4,2,Medium,Handshake,2,9,1,0,,
3.29,Top-tier,Business,South,2,2,4,Small,LinkedIn,1,8,0,0,,
3.08,Mid-tier,STEM,West,0,1,2,Medium,LinkedIn,3,41,2,1,,
2.61,Mid-tier,Business,South,1,1,3,Medium,LinkedIn,3,24,1,1,,
3.29,Lower-tier,Healthcare,South,0,2,3,Medium,Handshake,6,51,2,0,,
3.04,Lower-tier,Humanities,Northeast,0,1,3,Large,LinkedIn,12,20,2,2,,
3.79,Mid-tier,Business,Northeast,0,2,5,Large,LinkedIn,2,11,1,1,,
2.58,Mid-tier,Business,Midwest,1,2,4,Small,Indeed,3,70,4,2,,
3.15,Mid-tier,STEM,South,0,4,2,Medium,Indeed,9,195,2,1,,
3.32,Top-tier,Business,Midwest,1,1,5,Medium,Handshake,6,5,0,0,,
2.78,Mid-tier,Humanities,Midwest,2,1,1,Large,Handshake,3,25,3,0,,
2.98,Mid-tier,STEM,Northeast,2,3,5,Large,Handshake,8,33,4,1,,
3.46,Mid-tier,Business,West,1,1,3,Large,Indeed,2,31,2,1,,
2.67,Top-tier,Humanities,Midwest,1,0,1,Medium,LinkedIn,7,80,3,1,,
3.32,Top-tier,Business,South,3,2,2,Medium,Handshake,4,20,1,0,,
2.48,Lower-tier,STEM,Midwest,1,1,2,Large,Indeed,12,212,10,10,,
2.43,Lower-tier,STEM,West,2,2,4,Medium,Handshake,6,28,1,1,,
3.39,Lower-tier,Business,South,1,2,6,Medium,LinkedIn,6,40,0,0,,
3.42,Mid-tier,Business,West,1,3,3,Large,Handshake,5,13,2,2,,
2.72,Lower-tier,Business,Northeast,1,0,0,Small,LinkedIn,5,52,1,0,,
2.41,Lower-tier,STEM,Northeast,1,3,5,Medium,Indeed,1,25,0,0,,
2.69,Mid-tier,Healthcare,Northeast,1,2,2,Small,Handshake,12,58,3,2,,
3.48,Lower-tier,Humanities,Northeast,1,2,4,Medium,LinkedIn,4,50,1,1,,
3.11,Lower-tier,Business,Midwest,4,1,3,Small,Indeed,10,111,2,2,,
2.71,Mid-tier,Humanities,Midwest,0,3,6,Medium,LinkedIn,6,89,4,0,,
3.4,Top-tier,Humanities,Midwest,1,2,4,Large,LinkedIn,9,69,3,1,,
3.03,Mid-tier,Business,West,1,1,3,Small,Handshake,11,42,3,0,,
3.55,Mid-tier,Healthcare,Midwest,1,2,6,Medium,Handshake,7,36,2,2,,
2.9,Lower-tier,STEM,West,1,1,4,Large,Handshake,6,24,2,1,,
3.13,Mid-tier,Healthcare,Northeast,1,3,4,Medium,LinkedIn,6,48,1,0,,
3.3,Lower-tier,Business,Midwest,1,4,6,Small,LinkedIn,3,5,0,0,,
4.0,Mid-tier,Humanities,South,1,3,2,Small,Handshake,10,88,3,1,,
2.75,Lower-tier,Business,Midwest,1,0,2,Medium,Handshake,9,49,2,0,,
2.83,Mid-tier,Business,Northeast,1,1,2,Medium,Handshake,1,6,1,1,,
3.65,Mid-tier,Humanities,West,2,3,5,Large,Handshake,9,66,6,3,,
3.54,Top-tier,STEM,South,2,1,2,Large,LinkedIn,7,71,3,1,,
2.89,Mid-tier,STEM,South,0,3,1,Medium,Handshake,1,5,0,0,,
3.18,Lower-tier,STEM,Midwest,2,0,1,Large,Indeed,3,43,3,2,,
3.24,Mid-tier,Business,West,0,5,2,Small,Indeed,4,36,0,0,,
3.16,Mid-tier,Business,Midwest,3,1,1,Large,Handshake,11,122,6,4,,
2.43,Mid-tier,Business,Midwest,3,0,8,Small,LinkedIn,1,9,0,0,,
4.0,Lower-tier,Arts,Midwest,2,1,3,Medium,LinkedIn,12,64,3,0,,
3.56,Mid-tier,Humanities,West,0,1,4,Large,Indeed,3,47,3,1,,
3.21,Lower-tier,Healthcare,West,0,3,3,Medium,Indeed,12,102,1,0,,
3.26,Top-tier,Humanities,West,0,3,4,Medium,LinkedIn,12,170,11,2,,
3.05,Lower-tier,Business,South,2,3,3,Large,Handshake,12,48,2,1,,
3.36,Mid-tier,Business,Midwest,0,3,2,Large,Handshake,4,5,1,1,,
3.32,Lower-tier,Healthcare,South,0,3,2,Small,Handshake,6,5,1,0,,
2.63,Mid-tier,Humanities,South,0,0,5,Large,Handshake,8,81,3,0,,
3.64,Lower-tier,Business,Northeast,1,4,4,Medium,LinkedIn,4,52,3,3,,
2.54,Mid-tier,STEM,West,0,1,5,Medium,LinkedIn,9,46,0,0,,
3.09,Lower-tier,STEM,West,2,3,3,Medium,Indeed,4,42,1,0,,
3.18,Lower-tier,STEM,South,2,2,3,Medium,LinkedIn,6,44,1,0,,
3.78,Mid-tier,STEM,West,1,3,3,Small,Handshake,3,17,0,0,,
3.57,Lower-tier,STEM,Northeast,0,1,2,Medium,Indeed,11,232,2,0,,
2.49,Mid-tier,Humanities,West,0,0,4,Large,Handshake,12,62,4,1,,
3.19,Top-tier,Business,South,0,3,4,Large,Indeed,1,7,0,0,,
3.6,Mid-tier,STEM,Northeast,0,2,3,Medium,LinkedIn,6,43,3,2,,
4.0,Lower-tier,STEM,Northeast,0,0,5,Large,Indeed,10,143,3,2,,
2.71,Mid-tier,Business,South,1,1,1,Small,LinkedIn,12,60,4,1,,
3.3,Mid-tier,STEM,West,0,1,4,Medium,Handshake,6,20,2,2,,
2.48,Lower-tier,STEM,Midwest,3,3,2,Large,Indeed,7,99,2,0,,
2.61,Mid-tier,STEM,South,1,2,3,Medium,Indeed,5,65,1,0,,
3.36,Lower-tier,Business,South,1,2,0,Large,LinkedIn,8,29,2,1,,
3.32,Lower-tier,Business,Northeast,3,1,2,Large,LinkedIn,10,55,2,2,,
3.24,Lower-tier,STEM,Midwest,2,1,5,Medium,LinkedIn,12,94,2,1,,
3.76,Mid-tier,STEM,South,0,2,3,Large,Handshake,11,18,2,2,,
2.94,Top-tier,Business,Midwest,1,1,3,Large,LinkedIn,5,44,1,0,,
3.2,Lower-tier,Business,Midwest,3,1,3,Small,LinkedIn,6,31,2,1,,
4.0,Lower-tier,STEM,West,0,0,1,Large,Handshake,11,71,2,2,,
3.74,Mid-tier,STEM,South,0,2,3,Small,Handshake,3,19,1,0,,
3.22,Lower-tier,Healthcare,South,1,1,3,Medium,LinkedIn,9,97,6,2,,
3.66,Mid-tier,Healthcare,West,0,0,4,Large,Handshake,10,35,5,2,,
3.23,Mid-tier,Business,Northeast,2,1,4,Large,LinkedIn,6,42,0,0,,
3.3,Mid-tier,Arts,Midwest,3,1,4,Medium,LinkedIn,11,55,4,1,,
3.31,Mid-tier,Humanities,Midwest,0,2,1,Small,Handshake,6,17,0,0,,
3.07,Lower-tier,Business,Midwest,0,2,2,Medium,LinkedIn,1,16,1,1,,
3.32,Lower-tier,Business,South,1,2,2,Small,LinkedIn,12,110,2,0,,
3.41,Mid-tier,STEM,West,0,2,1,Large,LinkedIn,7,46,2,1,,
3.02,Lower-tier,Healthcare,South,0,2,3,Large,LinkedIn,1,8,0,0,,
3.06,Mid-tier,Humanities,South,2,3,0,Medium,LinkedIn,2,19,2,2,,
3.17,Top-tier,STEM,South,1,0,3,Large,LinkedIn,12,54,2,0,,
3.14,Mid-tier,Business,West,1,1,4,Medium,LinkedIn,4,48,3,0,,
3.5,Mid-tier,Business,West,1,3,8,Small,Handshake,6,30,2,1,,
2.72,Mid-tier,Business,Midwest,3,2,6,Large,Handshake,12,112,3,2,,
3.45,Mid-tier,Healthcare,Northeast,0,2,2,Medium,Handshake,3,17,2,1,,
2.84,Top-tier,Humanities,South,1,4,4,Large,LinkedIn,11,64,4,3,,
3.12,Mid-tier,Humanities,Midwest,0,2,3,Medium,Indeed,1,11,0,0,,
3.08,Lower-tier,STEM,South,1,2,5,Large,LinkedIn,12,92,7,3,,
3.05,Mid-tier,Humanities,Northeast,4,1,1,Medium,LinkedIn,11,144,3,1,,
2.82,Lower-tier,Arts,West,0,3,1,Large,Handshake,1,5,0,0,,
2.93,Mid-tier,Business,Northeast,0,1,2,Large,Handshake,6,18,0,0,,
3.6,Top-tier,STEM,Midwest,0,2,3,Medium,LinkedIn,3,31,2,2,,
2.52,Lower-tier,Business,West,0,2,2,Medium,Handshake,8,76,6,3,,
2.64,Mid-tier,STEM,South,1,2,3,Medium,LinkedIn,5,33,2,2,,
2.95,Mid-tier,Healthcare,West,0,1,2,Medium,LinkedIn,3,22,2,1,,
3.52,Lower-tier,Healthcare,Midwest,0,1,3,Large,Indeed,6,69,1,0,,
2.65,Mid-tier,STEM,South,1,0,3,Large,Handshake,4,11,0,0,,
3.91,Mid-tier,Humanities,Midwest,1,2,1,Large,LinkedIn,12,104,3,1,,
3.7,Mid-tier,Humanities,Midwest,2,0,3,Medium,Indeed,10,280,8,2,,
3.6,Lower-tier,Arts,Northeast,0,2,4,Large,Indeed,5,76,1,0,,
2.9,Lower-tier,Business,Midwest,2,6,3,Medium,LinkedIn,8,65,2,2,,
2.82,Lower-tier,STEM,South,2,0,1,Large,Indeed,8,118,2,2,,
3.03,Mid-tier,STEM,West,0,2,0,Large,LinkedIn,6,57,2,1,,
3.15,Mid-tier,Business,South,0,2,3,Large,Indeed,7,91,2,0,,
3.19,Top-tier,Business,Northeast,1,3,3,Medium,LinkedIn,9,108,6,4,,
3.06,Mid-tier,STEM,West,3,0,2,Large,Handshake,2,5,0,0,,
4.0,Mid-tier,Business,Midwest,2,0,1,Medium,Handshake,7,10,2,0,,
3.05,Lower-tier,Healthcare,South,0,3,2,Large,Handshake,11,16,0,0,,
3.13,Top-tier,Humanities,South,1,2,5,Large,LinkedIn,5,16,1,0,,
3.08,Lower-tier,Humanities,Northeast,1,2,5,Large,Indeed,11,196,1,0,,
2.76,Lower-tier,Business,West,0,3,3,Medium,LinkedIn,8,61,3,0,,
3.45,Lower-tier,Business,Northeast,0,4,5,Small,Indeed,8,80,0,0,,
3.88,Mid-tier,Business,West,1,2,5,Large,LinkedIn,8,70,3,3,,
2.73,Mid-tier,STEM,South,0,0,6,Large,Indeed,12,172,1,1,,
3.17,Mid-tier,Business,Northeast,2,2,1,Medium,LinkedIn,10,73,4,1,,
2.87,Mid-tier,STEM,South,2,1,6,Medium,Handshake,10,51,2,1,,
2.7,Mid-tier,Humanities,South,4,4,4,Medium,Indeed,7,78,1,0,,
2.86,Lower-tier,STEM,Northeast,1,1,6,Medium,LinkedIn,11,71,4,1,,
4.0,Lower-tier,Arts,Midwest,0,4,3,Medium,LinkedIn,4,31,0,0,,
3.51,Mid-tier,STEM,South,0,2,0,Medium,Indeed,3,36,0,0,,
3.67,Mid-tier,STEM,West,1,0,1,Large,Indeed,10,75,4,3,,
2.6,Mid-tier,Healthcare,Northeast,1,2,3,Small,Handshake,5,11,3,0,,
3.32,Top-tier,STEM,Northeast,0,1,4,Medium,LinkedIn,5,18,0,0,,
3.46,Mid-tier,Business,West,0,5,3,Small,Indeed,8,60,0,0,,
3.2,Mid-tier,STEM,Northeast,0,0,1,Large,Handshake,7,10,2,1,,
2.58,Top-tier,Business,Midwest,2,4,2,Medium,Handshake,5,5,0,0,,
2.89,Lower-tier,STEM,South,1,3,0,Medium,Handshake,10,80,6,3,,
3.05,Mid-tier,STEM,Midwest,1,1,7,Medium,LinkedIn,8,32,0,0,,
3.5,Lower-tier,STEM,Midwest,2,5,5,Medium,Handshake,12,54,3,3,,
2.79,Mid-tier,Humanities,Midwest,1,4,5,Large,Indeed,7,89,1,0,,
3.89,Top-tier,Arts,West,1,3,0,Medium,Handshake,8,65,2,0,,
2.41,Lower-tier,Healthcare,West,1,5,1,Large,Indeed,4,34,0,0,,
2.98,Mid-tier,Healthcare,Midwest,1,3,3,Large,LinkedIn,10,106,2,0,,
3.59,Mid-tier,STEM,Northeast,0,0,5,Large,Indeed,11,45,0,0,,
3.04,Lower-tier,Business,Midwest,0,0,4,Large,LinkedIn,1,5,1,1,,
3.47,Mid-tier,Business,Northeast,2,1,3,Large,LinkedIn,5,39,2,2,,
3.19,Mid-tier,Business,Northeast,3,1,3,Small,LinkedIn,2,13,0,0,,
3.3,Mid-tier,Healthcare,West,0,1,2,Small,Handshake,9,64,6,1,,
3.31,Top-tier,Business,Midwest,0,3,1,Small,LinkedIn,5,32,3,1,,
2.8,Mid-tier,Business,South,1,1,4,Small,LinkedIn,8,41,5,2,,
3.7,Mid-tier,Business,Northeast,1,1,3,Small,Handshake,12,24,2,2,,
3.41,Mid-tier,STEM,West,2,2,1,Large,Handshake,4,23,2,2,,
3.21,Mid-tier,Business,South,2,1,3,Medium,Handshake,9,85,2,1,,
3.0,Mid-tier,Humanities,South,4,2,4,Large,Indeed,6,69,3,3,,
2.99,Mid-tier,STEM,Northeast,2,1,6,Large,Indeed,12,126,7,4,,
3.25,Lower-tier,STEM,West,1,0,2,Large,Handshake,3,16,0,0,,
2.73,Mid-tier,Business,Midwest,0,0,1,Medium,LinkedIn,9,90,2,0,,
2.81,Lower-tier,Arts,Northeast,0,4,0,Large,Indeed,8,61,3,2,,
3.36,Lower-tier,STEM,South,3,3,4,Large,LinkedIn,3,21,2,1,,
3.11,Lower-tier,STEM,West,0,3,2,Large,Handshake,9,39,2,2,,
3.49,Mid-tier,STEM,West,1,1,3,Medium,LinkedIn,8,65,2,0,,
3.34,Lower-tier,Business,Midwest,1,2,2,Large,Handshake,4,13,1,0,,
3.03,Lower-tier,Healthcare,Northeast,1,4,2,Medium,Indeed,2,14,0,0,,
3.64,Lower-tier,Arts,Northeast,0,1,4,Large,LinkedIn,10,61,3,1,,
3.04,Mid-tier,Humanities,South,0,5,3,Large,Handshake,3,14,2,0,,
3.55,Mid-tier,Business,Northeast,2,2,2,Small,LinkedIn,11,150,4,1,,
3.59,Lower-tier,STEM,Midwest,0,4,2,Large,Handshake,6,41,3,1,,
3.44,Lower-tier,Healthcare,South,3,4,1,Small,Handshake,5,14,0,0,,
3.27,Top-tier,Humanities,Northeast,2,2,4,Medium,Handshake,1,5,2,2,,
3.96,Lower-tier,Business,South,0,4,2,Medium,Indeed,10,143,0,0,,
3.07,Mid-tier,Humanities,Midwest,2,1,1,Large,LinkedIn,5,50,2,2,,
2.64,Lower-tier,Healthcare,West,1,2,1,Medium,LinkedIn,3,30,2,0,,
3.17,Mid-tier,STEM,Midwest,2,3,2,Medium,Handshake,9,18,2,1,,
3.44,Lower-tier,Business,South,0,2,3,Large,Handshake,12,54,2,2,,
3.51,Lower-tier,Business,Northeast,3,1,1,Small,LinkedIn,9,54,2,1,,
2.44,Lower-tier,STEM,South,2,0,3,Small,LinkedIn,9,96,8,1,,
3.1,Mid-tier,Business,Northeast,1,1,1,Large,LinkedIn,12,5,2,2,,
2.76,Lower-tier,Humanities,Midwest,2,3,4,Medium,LinkedIn,12,184,8,4,,
2.8,Mid-tier,Healthcare,South,2,2,2,Large,Indeed,10,118,0,0,,
3.1,Mid-tier,Healthcare,South,1,5,3,Medium,Indeed,12,56,0,0,,
3.55,Mid-tier,Humanities,Northeast,0,3,3,Small,Handshake,2,12,3,0,,
2.63,Lower-tier,STEM,West,0,3,2,Medium,Handshake,9,36,2,2,,
2.7,Mid-tier,STEM,Northeast,0,4,1,Large,Indeed,4,50,0,0,,
3.44,Lower-tier,STEM,Midwest,2,1,1,Small,Indeed,1,8,2,2,,
3.49,Mid-tier,STEM,Northeast,2,3,3,Medium,Handshake,6,31,2,1,,
2.84,Mid-tier,STEM,South,1,3,5,Medium,Indeed,4,45,0,0,,
2.62,Mid-tier,Healthcare,Northeast,3,4,3,Small,LinkedIn,10,65,4,2,,
3.0,Mid-tier,Humanities,South,0,1,4,Medium,Indeed,1,12,1,0,,
3.31,Mid-tier,Healthcare,South,2,3,4,Medium,Indeed,4,55,2,2,,
2.48,Lower-tier,Healthcare,South,0,3,1,Large,Indeed,4,63,0,0,,
2.79,Mid-tier,Healthcare,Northeast,1,2,6,Large,Handshake,5,12,3,0,,
3.51,Lower-tier,Humanities,Northeast,1,1,3,Large,LinkedIn,1,8,0,0,,
3.9,Lower-tier,Business,South,0,3,4,Large,Indeed,7,49,2,2,,
4.0,Lower-tier,Humanities,South,1,1,0,Large,LinkedIn,8,65,0,0,,
3.19,Mid-tier,STEM,Midwest,0,1,0,Large,Indeed,4,32,2,1,,
2.64,Mid-tier,Business,West,1,2,3,Small,Handshake,3,9,1,0,,
2.93,Lower-tier,STEM,Midwest,1,0,2,Large,Handshake,12,76,6,3,,
3.07,Lower-tier,Healthcare,Northeast,1,2,3,Medium,LinkedIn,8,77,3,0,,
3.1,Mid-tier,Humanities,Northeast,1,2,1,Medium,Indeed,2,24,0,0,,
3.33,Top-tier,STEM,South,2,2,4,Medium,LinkedIn,6,46,0,0,,
3.63,Mid-tier,Business,Northeast,3,0,1,Medium,LinkedIn,2,21,2,1,,
3.13,Lower-tier,Business,South,1,1,2,Small,Indeed,12,152,5,2,,
3.31,Top-tier,Humanities,South,4,5,3,Medium,Handshake,8,53,3,1,,
3.81,Lower-tier,STEM,West,2,2,5,Large,Handshake,11,100,2,1,,
3.81,Lower-tier,STEM,Northeast,1,3,1,Large,Handshake,1,5,2,2,,
2.94,Mid-tier,Business,Midwest,1,1,3,Small,Indeed,6,35,2,1,,
2.81,Top-tier,STEM,Midwest,2,1,2,Large,Handshake,9,45,4,2,,
3.14,Top-tier,STEM,West,3,2,2,Small,Handshake,4,10,1,0,,
3.07,Mid-tier,Business,South,2,4,3,Large,Handshake,7,37,2,1,,
3.23,Mid-tier,Business,Northeast,1,4,8,Large,Indeed,5,92,1,0,,
2.77,Lower-tier,Humanities,West,0,2,2,Small,Handshake,4,20,2,1,,
3.11,Mid-tier,STEM,Northeast,0,1,2,Small,Indeed,8,152,2,0,,
3.13,Top-tier,Humanities,Midwest,1,1,2,Medium,Indeed,9,118,3,2,,
2.93,Lower-tier,Humanities,South,1,3,4,Large,Indeed,12,180,0,0,,
3.28,Lower-tier,Arts,South,3,3,3,Large,Indeed,6,55,3,1,,
3.6,Mid-tier,STEM,West,2,2,3,Small,Handshake,10,28,2,1,,
3.15,Mid-tier,STEM,South,0,1,0,Large,Handshake,4,11,3,1,,
2.99,Mid-tier,STEM,Northeast,2,1,2,Large,Handshake,1,5,0,0,,
3.19,Lower-tier,Humanities,South,2,3,2,Large,Handshake,7,5,1,1,,
3.1,Mid-tier,STEM,West,4,1,2,Medium,Handshake,3,20,2,1,,
3.34,Lower-tier,STEM,South,0,3,4,Large,LinkedIn,8,40,3,2,,
3.18,Top-tier,STEM,Northeast,1,2,3,Medium,LinkedIn,4,38,2,2,,
2.49,Mid-tier,Arts,Northeast,3,1,2,Medium,Indeed,3,17,2,1,,
2.76,Mid-tier,Business,Northeast,2,3,2,Large,Handshake,5,23,2,2,,
3.74,Mid-tier,Healthcare,South,1,3,3,Medium,LinkedIn,8,49,3,1,,
2.79,Mid-tier,Arts,South,1,0,3,Large,LinkedIn,1,9,0,0,,
3.51,Mid-tier,Healthcare,Northeast,0,0,2,Medium,Handshake,8,42,2,1,,
2.42,Mid-tier,Business,Northeast,0,2,1,Large,LinkedIn,6,81,6,2,,
3.3,Mid-tier,STEM,Midwest,2,2,4,Medium,Indeed,10,220,8,2,,
2.86,Mid-tier,Humanities,Midwest,0,0,2,Small,Handshake,2,16,1,0,,
2.51,Mid-tier,STEM,Midwest,2,6,3,Large,Indeed,5,81,0,0,,
2.87,Mid-tier,Humanities,West,1,3,5,Large,LinkedIn,1,13,1,1,,
3.6,Top-tier,STEM,West,2,0,2,Large,LinkedIn,3,33,0,0,,
2.9,Mid-tier,STEM,Northeast,1,3,3,Large,LinkedIn,2,19,0,0,,
3.38,Top-tier,STEM,Midwest,1,1,1,Medium,LinkedIn,11,108,3,0,,
2.96,Lower-tier,Business,Northeast,3,3,2,Medium,Handshake,2,8,1,0,,
3.51,Mid-tier,STEM,Midwest,0,1,6,Medium,Indeed,6,93,0,0,,
3.33,Lower-tier,Humanities,South,2,0,1,Large,Indeed,1,10,0,0,,
3.56,Top-tier,Humanities,Northeast,0,1,4,Small,LinkedIn,7,23,2,1,,
3.73,Mid-tier,Business,West,1,1,2,Large,Handshake,4,22,2,0,,
2.7,Lower-tier,Healthcare,Midwest,0,1,1,Large,Indeed,3,59,0,0,,
3.15,Mid-tier,Business,South,1,0,5,Medium,LinkedIn,11,82,4,0,,
3.97,Lower-tier,Business,Northeast,4,2,7,Large,LinkedIn,4,30,2,2,,
3.22,Mid-tier,Business,Midwest,3,2,1,Large,LinkedIn,5,30,2,2,,
3.24,Mid-tier,STEM,Midwest,2,2,3,Medium,Handshake,1,5,0,0,,
3.21,Top-tier,STEM,Midwest,2,4,4,Medium,LinkedIn,10,80,2,1,,
2.67,Top-tier,STEM,Midwest,2,1,2,Large,LinkedIn,5,59,3,2,,
2.77,Mid-tier,STEM,Midwest,3,3,6,Large,Handshake,8,37,2,1,,
2.76,Mid-tier,STEM,Northeast,0,3,3,Small,LinkedIn,7,99,3,2,,
2.94,Mid-tier,Business,South,1,3,5,Large,Indeed,2,25,0,0,,
3.26,Mid-tier,STEM,West,0,0,4,Medium,Indeed,10,140,0,0,,
2.83,Lower-tier,STEM,Midwest,1,2,4,Medium,Handshake,5,36,2,1,,
2.08,Mid-tier,Business,Northeast,1,3,3,Medium,Indeed,10,120,4,0,,
3.0,Lower-tier,STEM,West,3,2,2,Large,Indeed,6,81,5,4,,
2.87,Lower-tier,Humanities,Midwest,0,1,1,Small,Indeed,7,43,2,2,,
3.56,Lower-tier,Business,Northeast,1,1,3,Large,Handshake,4,30,2,1,,
2.91,Top-tier,Healthcare,South,3,5,4,Medium,LinkedIn,1,11,1,0,,
3.12,Lower-tier,STEM,South,2,3,1,Large,LinkedIn,9,64,2,0,,
3.1,Top-tier,Humanities,Northeast,4,1,1,Large,Handshake,2,13,2,1,,
3.0,Mid-tier,STEM,Northeast,0,0,3,Medium,Indeed,10,141,2,1,,
4.0,Mid-tier,Humanities,South,1,1,6,Medium,LinkedIn,2,14,2,2,,
3.06,Mid-tier,Business,Midwest,3,1,2,Medium,LinkedIn,6,59,2,2,,
3.07,Mid-tier,Healthcare,West,1,3,2,Small,Handshake,3,14,1,0,,
3.04,Mid-tier,Business,West,0,0,3,Large,Handshake,11,73,8,3,,
2.96,Mid-tier,STEM,Midwest,1,2,3,Medium,Indeed,12,132,2,2,,
3.2,Mid-tier,STEM,West,0,0,6,Large,LinkedIn,5,31,0,0,,
3.22,Lower-tier,STEM,Northeast,3,4,3,Medium,Handshake,5,20,2,1,,
3.69,Mid-tier,STEM,Northeast,0,4,2,Medium,Indeed,6,108,3,3,,
2.82,Mid-tier,STEM,Midwest,0,2,1,Medium,Handshake,8,56,6,1,,
3.3,Mid-tier,Arts,West,1,4,3,Small,Handshake,7,44,3,2,,
2.9,Mid-tier,Healthcare,South,3,1,2,Medium,LinkedIn,6,48,3,0,,
3.41,Lower-tier,Business,Northeast,0,3,2,Medium,LinkedIn,2,21,1,1,,
3.3,Mid-tier,STEM,South,2,5,9,Medium,Indeed,6,75,0,0,,
3.12,Lower-tier,Humanities,West,2,2,2,Large,Handshake,3,11,2,2,,
2.76,Lower-tier,STEM,Northeast,2,0,6,Large,Indeed,12,176,3,3,,
2.33,Lower-tier,STEM,South,1,2,1,Small,Indeed,4,48,0,0,,
3.53,Mid-tier,Arts,Northeast,3,2,2,Small,LinkedIn,10,96,4,2,,
3.27,Top-tier,STEM,Northeast,1,1,2,Small,LinkedIn,12,146,7,6,,
3.54,Mid-tier,Business,South,4,1,2,Medium,LinkedIn,9,31,0,0,,
3.16,Mid-tier,STEM,South,0,1,5,Small,Handshake,2,5,0,0,,
3.04,Top-tier,Business,Midwest,3,5,1,Medium,LinkedIn,10,140,3,1,,
3.32,Top-tier,Business,South,0,0,5,Medium,LinkedIn,2,9,0,0,,
3.42,Lower-tier,Healthcare,West,1,1,2,Large,Handshake,3,8,2,2,,
2.84,Mid-tier,Arts,South,1,3,1,Small,Handshake,3,10,0,0,,
3.09,Top-tier,Humanities,Northeast,0,2,1,Large,Indeed,9,106,2,1,,
2.85,Mid-tier,Humanities,Midwest,0,0,6,Large,LinkedIn,4,40,1,0,,
3.16,Top-tier,STEM,West,4,4,0,Large,LinkedIn,11,64,4,4,,
3.11,Mid-tier,Humanities,Northeast,0,3,5,Small,LinkedIn,5,24,3,1,,
2.44,Mid-tier,STEM,South,2,3,3,Large,LinkedIn,6,33,1,0,,
3.51,Lower-tier,Arts,Northeast,0,6,2,Medium,LinkedIn,1,5,0,0,,
3.31,Lower-tier,STEM,South,2,1,1,Large,Handshake,1,7,1,0,,
3.33,Mid-tier,Healthcare,West,0,1,5,Large,Handshake,5,32,6,0,,
2.41,Mid-tier,Healthcare,South,2,1,4,Large,Indeed,3,39,2,2,,
3.81,Mid-tier,Healthcare,West,0,2,2,Medium,LinkedIn,5,5,0,0,,
3.71,Mid-tier,Business,Midwest,0,1,7,Medium,LinkedIn,5,45,3,2,,
3.28,Mid-tier,STEM,Northeast,0,2,5,Medium,Handshake,4,32,2,1,,
3.32,Mid-tier,Business,Midwest,1,4,4,Small,LinkedIn,12,38,3,0,,
3.21,Lower-tier,Humanities,West,2,2,1,Medium,Handshake,12,68,3,3,,
3.84,Mid-tier,Healthcare,Northeast,0,2,2,Small,Handshake,9,28,3,1,,
3.54,Mid-tier,Arts,Midwest,0,3,5,Medium,LinkedIn,10,71,4,1,,
3.4,Lower-tier,Arts,West,1,2,4,Medium,Indeed,6,43,3,3,,
3.48,Lower-tier,STEM,Midwest,3,1,3,Small,LinkedIn,4,26,2,2,,
3.45,Lower-tier,Business,South,2,0,0,Large,LinkedIn,2,8,2,2,,
3.38,Mid-tier,STEM,South,1,5,4,Large,LinkedIn,1,5,2,0,,
3.29,Mid-tier,STEM,South,1,4,7,Large,Indeed,11,269,1,1,,
3.3,Mid-tier,Humanities,Midwest,0,1,2,Large,Indeed,6,81,5,5,,
3.89,Mid-tier,STEM,Northeast,0,1,0,Medium,Indeed,9,186,2,1,,
3.32,Mid-tier,Healthcare,South,3,1,3,Small,Handshake,1,5,2,2,,
3.34,Mid-tier,Business,Midwest,0,2,3,Large,LinkedIn,9,40,0,0,,
3.11,Mid-tier,Healthcare,Northeast,3,4,2,Large,Handshake,4,30,3,1,,
3.84,Top-tier,Business,Midwest,2,5,2,Small,Indeed,10,150,1,0,,
3.27,Lower-tier,Humanities,Midwest,1,3,4,Large,Indeed,3,42,2,1,,
3.33,Mid-tier,STEM,Midwest,0,4,4,Large,Indeed,5,36,0,0,,
3.63,Mid-tier,Business,Northeast,2,2,1,Medium,Handshake,9,13,2,1,,
2.58,Top-tier,Business,South,4,2,3,Small,LinkedIn,5,52,0,0,,
3.68,Lower-tier,STEM,Midwest,2,1,4,Large,Handshake,6,28,2,0,,
