GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received
3.05,Lower-tier,Business,South,1,1,3,Small,Indeed,2,17,2,2,1
2.76,Lower-tier,Healthcare,Midwest,2,3,1,Medium,Handshake,6,28,2,0,0
3.45,Lower-tier,STEM,Midwest,2,2,3,Large,Indeed,4,16,0,0,0
2.81,Lower-tier,STEM,South,1,0,6,Large,Indeed,6,127,2,1,0
2.73,Mid-tier,STEM,West,1,1,2,Medium,Indeed,7,89,0,0,0
3.58,Mid-tier,STEM,West,0,3,2,Small,LinkedIn,3,23,2,1,1
2.74,Top-tier,STEM,West,3,3,5,Medium,LinkedIn,6,74,3,3,1
3.23,Top-tier,Humanities,West,1,1,5,Large,Handshake,5,28,0,0,0
3.53,Lower-tier,STEM,West,1,1,8,Medium,Handshake,9,40,2,0,0
2.41,Lower-tier,Business,West,0,2,5,Medium,Handshake,1,5,1,0,0
3.08,Lower-tier,STEM,West,0,3,5,Large,Indeed,12,218,1,0,0
2.99,Mid-tier,Arts,Northeast,4,8,4,Large,Indeed,1,11,0,0,0
3.07,Mid-tier,Business,West,3,0,2,Large,Handshake,6,24,0,0,0
3.38,Mid-tier,STEM,South,3,0,2,Medium,LinkedIn,2,7,1,0,0
3.25,Mid-tier,Business,West,0,6,2,Large,Handshake,11,40,2,1,1
3.99,Mid-tier,STEM,Northeast,2,1,4,Large,LinkedIn,10,75,3,2,1
3.33,Lower-tier,STEM,Midwest,2,1,3,Large,LinkedIn,11,122,4,2,1
3.43,Lower-tier,Business,Northeast,5,0,3,Small,Indeed,2,30,2,2,1
3.34,Lower-tier,Humanities,South,0,2,6,Medium,Indeed,4,66,0,0,0
3.73,Mid-tier,Business,Midwest,1,3,6,Medium,Indeed,7,79,1,0,0
2.59,Mid-tier,STEM,West,2,4,5,Medium,Handshake,11,33,2,1,1
2.47,Lower-tier,Arts,Northeast,3,3,1,Large,Handshake,3,19,1,0,0
3.54,Mid-tier,Business,West,1,5,0,Large,LinkedIn,5,41,2,0,0
3.42,Lower-tier,STEM,Northeast,2,1,4,Medium,Indeed,5,66,0,0,0
3.12,Top-tier,STEM,Midwest,1,2,2,Large,Handshake,8,41,3,1,1
2.98,Lower-tier,STEM,Northeast,0,2,4,Medium,Indeed,1,14,2,1,1
4.0,Lower-tier,Arts,South,1,2,2,Medium,Indeed,10,153,6,5,1
2.71,Mid-tier,STEM,Midwest,2,0,4,Large,Handshake,3,7,2,1,1
3.05,Lower-tier,Humanities,South,0,3,2,Large,Indeed,8,110,0,0,0
2.75,Mid-tier,Arts,South,1,2,1,Large,Handshake,12,6,1,0,0
3.24,Mid-tier,Business,West,1,2,3,Large,Handshake,1,10,1,0,0
2.94,Lower-tier,Humanities,West,0,3,3,Small,Handshake,6,35,1,1,0
3.74,Lower-tier,Healthcare,Midwest,0,3,2,Medium,Handshake,10,50,7,1,0
3.31,Lower-tier,STEM,West,0,5,6,Medium,Indeed,11,221,2,0,0
2.73,Mid-tier,Healthcare,Northeast,0,2,4,Large,Indeed,3,43,2,1,0
3.33,Mid-tier,STEM,West,1,0,3,Large,Indeed,7,93,1,1,0
3.59,Lower-tier,Business,South,2,2,4,Large,LinkedIn,7,56,2,2,1
3.47,Mid-tier,Healthcare,Midwest,0,3,2,Medium,LinkedIn,5,60,1,1,0
3.58,Lower-tier,Business,South,3,4,2,Small,LinkedIn,10,48,3,3,1
3.5,Mid-tier,Humanities,South,0,1,1,Medium,Indeed,4,55,0,0,0
2.77,Lower-tier,Arts,Midwest,0,3,6,Large,Handshake,2,9,2,1,1
3.11,Lower-tier,STEM,Northeast,0,2,2,Medium,Indeed,5,80,3,3,1
2.72,Lower-tier,Business,Midwest,2,1,5,Medium,Indeed,7,71,0,0,0
2.86,Lower-tier,STEM,Midwest,0,1,2,Large,Indeed,9,157,3,1,0
3.02,Mid-tier,Business,West,2,2,1,Large,Indeed,12,186,0,0,0
3.19,Mid-tier,Healthcare,West,0,0,3,Large,Handshake,2,11,2,0,0
3.0,Mid-tier,Business,Northeast,1,1,3,Medium,LinkedIn,9,82,3,1,0
3.4,Mid-tier,STEM,Northeast,0,0,5,Medium,Indeed,12,168,4,1,0
3.76,Mid-tier,Healthcare,South,1,6,7,Medium,LinkedIn,1,5,2,1,1
3.44,Lower-tier,STEM,Midwest,3,1,6,Medium,LinkedIn,1,11,2,2,1
2.89,Mid-tier,Humanities,West,2,1,4,Medium,Handshake,11,64,4,3,1
3.66,Lower-tier,Humanities,Midwest,1,4,2,Medium,Handshake,5,36,1,0,0
3.61,Lower-tier,Business,Midwest,0,0,2,Medium,Indeed,1,11,0,0,0
3.89,Top-tier,STEM,South,0,2,4,Small,Handshake,8,68,8,3,0
2.66,Mid-tier,Humanities,South,0,3,2,Large,Indeed,7,113,1,1,0
3.2,Mid-tier,STEM,Northeast,0,1,1,Small,Handshake,3,5,0,0,0
3.2,Mid-tier,Business,Midwest,0,5,4,Medium,LinkedIn,2,21,0,0,0
3.62,Top-tier,STEM,Northeast,2,2,3,Small,Handshake,4,15,2,1,1
3.32,Lower-tier,Business,Midwest,0,5,4,Small,LinkedIn,8,36,1,1,0
3.31,Top-tier,Healthcare,West,3,1,4,Medium,Indeed,9,175,0,0,0
2.09,Mid-tier,STEM,Northeast,1,1,2,Large,Handshake,5,35,1,0,0
3.09,Mid-tier,Business,Midwest,2,3,3,Small,Handshake,10,73,3,2,1
3.54,Mid-tier,Humanities,Midwest,0,1,2,Small,Handshake,1,7,2,2,1
3.23,Lower-tier,Healthcare,South,1,2,4,Medium,LinkedIn,7,35,1,0,0
3.24,Lower-tier,STEM,Northeast,0,1,5,Small,Indeed,11,161,2,2,0
2.97,Lower-tier,STEM,Northeast,2,3,5,Large,Handshake,5,54,3,1,1
3.02,Top-tier,Business,Northeast,0,2,0,Large,Indeed,4,47,3,2,1
3.01,Mid-tier,Humanities,West,0,4,4,Large,Handshake,1,5,0,0,0
3.07,Mid-tier,STEM,South,1,0,2,Medium,LinkedIn,8,77,2,1,0
2.35,Top-tier,Humanities,South,0,1,3,Large,LinkedIn,5,33,1,1,0
3.17,Mid-tier,Business,Midwest,1,2,1,Medium,LinkedIn,8,72,2,2,1
3.46,Mid-tier,STEM,South,0,1,3,Small,Handshake,1,5,0,0,0
2.82,Mid-tier,Business,Midwest,3,2,3,Small,Handshake,12,34,4,1,0
2.92,Top-tier,STEM,West,1,2,2,Large,LinkedIn,5,14,0,0,0
2.77,Lower-tier,STEM,South,1,3,4,Large,LinkedIn,9,87,4,1,0
3.6,Lower-tier,Business,Northeast,1,2,4,Small,LinkedIn,3,25,1,0,0
3.43,Mid-tier,Healthcare,Midwest,2,2,2,Large,Indeed,10,91,0,0,0
3.18,Lower-tier,Business,West,0,2,2,Small,LinkedIn,2,25,0,0,0
3.03,Lower-tier,STEM,Midwest,0,2,4,Medium,Indeed,8,93,0,0,0
3.6,Lower-tier,Healthcare,South,0,2,4,Large,Indeed,10,61,0,0,0
2.55,Lower-tier,Business,Midwest,1,2,1,Medium,LinkedIn,8,86,1,0,0
2.66,Mid-tier,STEM,South,1,3,3,Large,Handshake,5,20,2,1,1
2.86,Mid-tier,Humanities,West,0,2,0,Large,LinkedIn,10,151,8,3,0
2.85,Mid-tier,STEM,Northeast,1,2,5,Large,Indeed,9,171,2,1,0
3.39,Lower-tier,Humanities,South,3,1,2,Medium,LinkedIn,7,26,2,2,1
3.3,Lower-tier,Business,South,1,3,4,Medium,LinkedIn,9,48,3,3,1
2.87,Mid-tier,STEM,South,2,4,2,Large,Handshake,7,5,0,0,0
3.03,Mid-tier,Healthcare,Northeast,1,2,2,Large,LinkedIn,1,9,0,0,0
4.0,Mid-tier,Business,West,0,3,2,Medium,Handshake,12,18,2,2,1
2.69,Lower-tier,STEM,South,2,2,1,Large,Handshake,9,52,2,1,0
3.18,Top-tier,Business,South,0,1,1,Large,Indeed,12,264,1,0,0
3.09,Lower-tier,STEM,Northeast,0,1,4,Large,Indeed,11,38,2,1,1
2.86,Mid-tier,Healthcare,South,3,3,1,Medium,LinkedIn,8,50,3,3,1
3.39,Top-tier,STEM,West,0,3,6,Large,LinkedIn,5,33,1,1,0
3.71,Lower-tier,Business,South,0,1,4,Medium,Handshake,2,14,2,0,0
3.57,Mid-tier,Humanities,Northeast,0,4,3,Medium,Indeed,11,205,3,1,1
2.99,Lower-tier,STEM,Northeast,0,3,6,Small,Handshake,8,69,5,1,0
2.93,Mid-tier,STEM,Northeast,0,3,2,Medium,Indeed,7,61,1,0,0
2.85,Lower-tier,STEM,South,0,3,2,Large,Handshake,3,15,2,2,1
2.78,Lower-tier,STEM,South,1,3,1,Large,LinkedIn,10,68,2,1,0
3.14,Mid-tier,STEM,Northeast,0,3,3,Medium,LinkedIn,3,26,1,0,0
3.72,Lower-tier,Healthcare,West,3,1,5,Large,LinkedIn,7,42,3,3,1
2.77,Top-tier,Business,South,1,3,3,Large,Indeed,12,86,2,0,0
3.25,Lower-tier,STEM,South,1,2,3,Medium,Indeed,2,37,0,0,0
3.14,Top-tier,STEM,Northeast,1,4,3,Large,LinkedIn,5,67,3,2,1
2.6,Mid-tier,Healthcare,West,1,0,2,Medium,Indeed,10,86,0,0,0
2.94,Lower-tier,Healthcare,West,2,0,4,Small,Handshake,8,18,1,1,0
3.43,Top-tier,Business,West,2,5,4,Small,LinkedIn,2,15,2,1,1
3.51,Mid-tier,Business,Midwest,1,1,2,Large,LinkedIn,2,19,1,1,0
3.69,Top-tier,Arts,Northeast,1,2,2,Large,LinkedIn,5,19,2,2,1
3.73,Lower-tier,Healthcare,South,0,4,2,Large,LinkedIn,3,23,2,1,0
3.31,Mid-tier,STEM,West,0,0,4,Large,Indeed,10,70,0,0,0
3.58,Mid-tier,Business,Northeast,2,1,4,Large,Handshake,7,39,4,2,0
3.59,Mid-tier,STEM,South,0,1,3,Large,Handshake,4,23,1,0,0
2.79,Mid-tier,STEM,South,1,2,2,Medium,LinkedIn,7,33,2,0,0
3.12,Lower-tier,Humanities,Northeast,0,2,1,Medium,Handshake,7,50,1,0,0
3.14,Lower-tier,STEM,South,1,1,2,Small,Indeed,7,71,1,0,0
2.7,Lower-tier,Arts,South,2,3,2,Large,LinkedIn,7,51,2,2,1
3.49,Top-tier,STEM,Northeast,2,2,2,Medium,LinkedIn,10,86,4,4,1
3.64,Mid-tier,Healthcare,South,1,1,0,Medium,Indeed,2,32,1,0,0
3.3,Mid-tier,Humanities,Northeast,0,1,2,Large,LinkedIn,12,116,3,2,0
3.13,Lower-tier,STEM,Northeast,1,4,4,Large,Handshake,12,68,7,0,0
2.71,Mid-tier,Business,West,3,2,1,Medium,LinkedIn,4,22,2,1,0
2.95,Mid-tier,STEM,Northeast,1,2,3,Large,LinkedIn,4,44,2,2,1
2.9,Lower-tier,Humanities,Midwest,3,2,4,Small,Handshake,12,86,6,3,0
2.9,Top-tier,Business,South,1,1,5,Medium,LinkedIn,9,36,2,1,0
3.17,Lower-tier,STEM,West,2,3,3,Small,Handshake,3,19,2,2,1
2.87,Lower-tier,STEM,Northeast,0,3,2,Medium,Indeed,7,44,0,0,0
3.41,Lower-tier,Healthcare,West,1,0,4,Large,Indeed,5,51,0,0,0
4.0,Top-tier,STEM,Midwest,3,0,2,Medium,LinkedIn,6,5,2,1,1
2.4,Mid-tier,Humanities,West,4,6,5,Medium,Indeed,2,7,0,0,0
2.82,Mid-tier,Business,Midwest,2,2,3,Large,LinkedIn,6,57,5,2,0
3.25,Mid-tier,STEM,West,0,2,3,Medium,Indeed,5,68,0,0,0
2.93,Mid-tier,STEM,West,1,4,5,Large,LinkedIn,4,22,2,0,0
3.08,Mid-tier,Business,West,0,2,3,Medium,Handshake,10,63,4,1,0
3.71,Mid-tier,Humanities,West,0,3,5,Large,LinkedIn,7,89,2,1,0
3.28,Mid-tier,Business,South,3,4,4,Medium,LinkedIn,4,9,2,1,1
3.3,Top-tier,STEM,Midwest,0,3,2,Medium,Handshake,5,20,1,0,0
2.76,Lower-tier,STEM,Midwest,1,4,7,Medium,Indeed,2,39,2,1,1
3.11,Lower-tier,STEM,West,0,3,2,Large,Handshake,9,39,2,2,0
2.96,Lower-tier,Business,Midwest,2,2,4,Large,LinkedIn,6,39,3,1,0
2.98,Top-tier,Business,South,5,4,2,Large,Handshake,5,30,3,1,0
3.71,Mid-tier,STEM,Northeast,1,2,2,Medium,LinkedIn,4,38,2,2,1
3.34,Mid-tier,Humanities,Midwest,0,2,2,Medium,Handshake,1,9,2,2,1
2.5,Lower-tier,Business,South,2,0,5,Medium,Handshake,5,51,6,1,0
3.12,Mid-tier,STEM,Midwest,2,1,0,Large,LinkedIn,12,106,6,3,0
2.85,Lower-tier,STEM,Northeast,1,0,4,Large,LinkedIn,11,102,3,3,0
3.11,Mid-tier,Business,West,1,0,3,Large,LinkedIn,3,30,0,0,0
3.47,Top-tier,Healthcare,West,1,2,0,Large,Indeed,2,30,0,0,0
3.22,Lower-tier,Healthcare,Northeast,1,3,2,Large,LinkedIn,6,50,3,0,0
3.6,Lower-tier,Business,Northeast,4,1,4,Medium,LinkedIn,6,33,2,2,1
2.87,Mid-tier,Humanities,West,1,3,3,Small,LinkedIn,3,32,0,0,0
3.01,Top-tier,Business,West,2,1,2,Medium,LinkedIn,7,79,4,1,0
3.72,Mid-tier,Business,Northeast,2,0,5,Large,LinkedIn,5,57,3,2,0
3.65,Mid-tier,Humanities,West,1,2,3,Small,LinkedIn,9,76,1,0,0
3.36,Lower-tier,STEM,Northeast,0,1,4,Large,Handshake,9,61,6,2,0
3.68,Lower-tier,Business,Northeast,2,1,7,Medium,LinkedIn,1,7,0,0,0
3.07,Top-tier,STEM,Northeast,4,4,5,Small,LinkedIn,10,61,4,4,1
3.59,Lower-tier,Healthcare,South,0,5,3,Medium,Handshake,9,46,4,0,0
3.62,Top-tier,Business,South,3,3,3,Large,LinkedIn,1,13,2,2,1
3.0,Top-tier,STEM,West,1,3,8,Medium,LinkedIn,12,68,5,2,0
2.86,Mid-tier,Arts,West,1,2,4,Medium,LinkedIn,1,11,0,0,0
2.99,Top-tier,Humanities,Midwest,1,4,3,Small,LinkedIn,8,69,2,1,0
3.5,Lower-tier,Business,West,1,2,1,Large,Handshake,9,67,3,1,0
3.24,Mid-tier,Business,West,2,4,2,Medium,Handshake,1,5,2,1,1
2.82,Mid-tier,Business,South,0,4,0,Large,LinkedIn,11,126,3,0,0
2.88,Mid-tier,STEM,Northeast,1,2,5,Medium,LinkedIn,5,35,0,0,0
3.3,Lower-tier,Healthcare,West,0,2,2,Medium,Handshake,5,16,2,1,1
2.88,Lower-tier,Business,West,2,1,6,Small,LinkedIn,7,54,2,1,0
3.22,Lower-tier,STEM,Midwest,0,2,4,Medium,Handshake,11,18,3,2,0
2.7,Mid-tier,STEM,Midwest,0,1,2,Small,Handshake,11,89,6,1,0
3.41,Top-tier,Healthcare,Northeast,0,1,3,Large,Indeed,6,69,2,0,0
2.77,Mid-tier,Healthcare,South,0,3,1,Medium,Indeed,6,5,0,0,0
3.31,Mid-tier,STEM,Midwest,4,2,3,Small,LinkedIn,9,103,2,2,1
3.25,Mid-tier,Healthcare,West,1,0,5,Medium,LinkedIn,6,51,3,3,1
3.26,Top-tier,Business,Northeast,0,2,2,Large,LinkedIn,3,5,0,0,0
3.7,Mid-tier,Business,South,3,2,2,Medium,LinkedIn,6,70,3,2,1
3.35,Lower-tier,STEM,Midwest,3,4,3,Small,Indeed,11,110,6,6,1
3.2,Mid-tier,Humanities,West,1,1,3,Large,LinkedIn,7,63,4,1,0
2.95,Lower-tier,STEM,West,1,2,2,Medium,Handshake,2,6,2,2,1
3.63,Mid-tier,Humanities,Midwest,0,3,2,Medium,LinkedIn,3,19,0,0,0
2.82,Mid-tier,STEM,South,0,1,4,Medium,Indeed,8,90,1,0,0
2.63,Mid-tier,STEM,Northeast,3,1,4,Medium,LinkedIn,9,105,3,1,0
3.19,Lower-tier,STEM,Northeast,0,2,2,Small,Handshake,10,83,11,1,0
2.71,Top-tier,Business,Northeast,0,4,1,Large,LinkedIn,2,22,0,0,0
3.12,Mid-tier,STEM,South,0,3,2,Large,Handshake,7,64,5,0,0
3.48,Mid-tier,STEM,West,1,1,1,Small,Handshake,7,21,2,1,0
3.24,Top-tier,STEM,Northeast,3,3,1,Medium,LinkedIn,11,75,4,0,0
3.42,Mid-tier,Humanities,West,1,2,2,Large,Indeed,5,100,1,1,0
2.76,Mid-tier,Business,Midwest,0,1,5,Large,LinkedIn,9,105,8,3,0
3.31,Mid-tier,Humanities,West,0,5,3,Small,Handshake,10,73,8,4,0
3.75,Top-tier,Humanities,West,2,2,7,Medium,LinkedIn,12,92,4,3,1
2.93,Mid-tier,STEM,West,1,1,3,Large,Indeed,1,11,0,0,0
3.18,Mid-tier,Business,West,1,3,3,Large,LinkedIn,8,66,0,0,0
3.19,Mid-tier,Humanities,Northeast,0,4,2,Large,LinkedIn,4,34,2,1,0
2.7,Mid-tier,Humanities,Northeast,0,1,3,Medium,Indeed,12,132,1,0,0
2.74,Lower-tier,Humanities,South,0,2,5,Medium,Indeed,4,48,0,0,0
3.79,Top-tier,Arts,Midwest,2,2,0,Small,LinkedIn,8,76,3,2,1
2.89,Mid-tier,Arts,West,1,4,3,Large,LinkedIn,8,53,2,0,0
2.81,Mid-tier,Humanities,Northeast,2,4,0,Small,Handshake,9,49,3,3,1
3.0,Mid-tier,STEM,Northeast,2,3,2,Medium,LinkedIn,2,5,2,1,1
3.6,Lower-tier,Healthcare,Northeast,3,2,1,Medium,Indeed,8,112,0,0,0
3.09,Lower-tier,Humanities,Northeast,3,2,5,Small,LinkedIn,3,18,2,0,0
3.12,Lower-tier,Arts,Northeast,0,2,2,Medium,LinkedIn,3,38,0,0,0
2.67,Mid-tier,Business,South,1,4,2,Large,LinkedIn,12,70,2,1,1
3.2,Lower-tier,Humanities,South,2,1,5,Large,Indeed,11,166,5,4,0
3.4,Mid-tier,Healthcare,Midwest,0,5,4,Medium,LinkedIn,3,18,0,0,0
3.27,Top-tier,Humanities,Northeast,2,4,1,Small,Indeed,6,82,3,2,1
3.36,Lower-tier,STEM,South,3,3,4,Large,LinkedIn,3,21,2,1,1
3.16,Mid-tier,Humanities,Northeast,1,2,5,Large,LinkedIn,7,50,3,1,0
3.06,Top-tier,Business,West,1,1,4,Large,LinkedIn,9,114,5,2,1
2.85,Lower-tier,Arts,South,1,1,2,Medium,Handshake,11,51,5,0,0
3.04,Mid-tier,Healthcare,Northeast,0,2,7,Large,Handshake,10,48,3,2,1
3.48,Mid-tier,Business,Northeast,2,2,4,Medium,Indeed,2,16,1,0,0
3.25,Mid-tier,STEM,Midwest,2,1,2,Medium,LinkedIn,10,101,6,4,0
3.61,Mid-tier,Healthcare,South,1,0,6,Medium,LinkedIn,2,17,0,0,0
3.54,Lower-tier,Business,Midwest,1,1,4,Large,LinkedIn,1,11,2,1,1
4.0,Lower-tier,Healthcare,South,1,4,3,Small,Handshake,2,19,0,0,0
2.59,Mid-tier,STEM,West,3,2,2,Large,LinkedIn,1,5,2,2,1
2.77,Mid-tier,STEM,West,0,1,7,Large,Indeed,10,130,1,0,0
2.88,Lower-tier,Business,West,1,1,2,Large,Handshake,9,63,6,2,0
3.28,Mid-tier,STEM,West,0,2,2,Large,LinkedIn,2,22,2,1,0
3.39,Top-tier,Humanities,Northeast,1,4,1,Large,Handshake,9,55,5,1,0
3.41,Lower-tier,Arts,Midwest,0,0,3,Medium,LinkedIn,5,44,2,2,0
3.59,Mid-tier,STEM,Northeast,0,1,5,Large,LinkedIn,2,12,0,0,0
3.21,Lower-tier,STEM,Midwest,2,2,6,Large,LinkedIn,1,5,0,0,0
4.0,Lower-tier,STEM,Northeast,1,2,1,Medium,Indeed,6,81,2,1,1
2.71,Mid-tier,STEM,Midwest,1,1,2,Medium,LinkedIn,12,46,0,0,0
3.25,Top-tier,Humanities,South,0,2,3,Large,Handshake,7,25,2,2,1
2.78,Mid-tier,STEM,West,1,3,4,Large,LinkedIn,10,95,4,1,0
2.84,Lower-tier,Humanities,West,1,0,0,Medium,LinkedIn,11,53,1,1,0
3.8,Mid-tier,Business,West,3,0,9,Medium,LinkedIn,6,40,3,2,1
3.59,Mid-tier,STEM,Midwest,3,1,3,Small,Handshake,2,7,2,2,1
3.58,Lower-tier,Healthcare,Northeast,1,1,1,Large,LinkedIn,1,12,2,1,1
3.67,Mid-tier,Business,Midwest,2,0,7,Large,Indeed,8,120,1,0,0
3.58,Lower-tier,STEM,South,1,3,2,Medium,LinkedIn,8,112,7,3,0
3.12,Top-tier,Healthcare,South,2,2,2,Large,LinkedIn,11,97,3,3,1
3.36,Top-tier,Healthcare,West,2,1,0,Medium,LinkedIn,12,98,3,1,0
3.6,Top-tier,Humanities,South,1,2,1,Medium,Indeed,12,128,1,0,0
2.49,Mid-tier,Business,West,2,0,5,Medium,Handshake,9,25,2,2,1
3.8,Lower-tier,STEM,West,2,2,7,Medium,LinkedIn,3,43,2,1,1
3.02,Lower-tier,Healthcare,West,1,2,4,Medium,Handshake,4,8,1,0,0
3.07,Mid-tier,Humanities,South,0,4,3,Large,Handshake,7,28,2,1,1
3.19,Top-tier,STEM,South,1,1,0,Large,Handshake,11,82,4,3,1
3.4,Mid-tier,STEM,South,1,0,1,Large,Indeed,4,61,0,0,0
3.69,Top-tier,STEM,Northeast,0,2,2,Medium,Handshake,6,17,0,0,0
2.16,Lower-tier,Healthcare,Midwest,0,1,4,Large,Handshake,7,5,0,0,0
3.25,Mid-tier,Business,Midwest,2,3,3,Large,Handshake,8,34,2,1,0
2.71,Mid-tier,Healthcare,Midwest,2,1,6,Medium,Indeed,11,137,1,1,0
3.25,Mid-tier,STEM,Midwest,1,1,2,Large,Handshake,7,64,1,0,0
3.05,Lower-tier,Healthcare,West,0,5,5,Small,Handshake,9,22,3,2,0
3.47,Mid-tier,STEM,Midwest,0,0,4,Large,Indeed,6,85,2,2,1
3.44,Mid-tier,STEM,Northeast,0,2,1,Medium,Handshake,5,19,2,1,0
3.18,Mid-tier,STEM,West,4,1,3,Large,LinkedIn,3,38,2,1,1
2.64,Mid-tier,STEM,West,3,1,3,Medium,Indeed,11,161,1,1,0
3.19,Lower-tier,STEM,Northeast,1,1,1,Large,Handshake,1,5,0,0,0
2.76,Mid-tier,STEM,South,2,1,5,Medium,LinkedIn,7,77,3,1,1
3.37,Top-tier,STEM,Midwest,1,1,3,Medium,LinkedIn,2,18,1,0,0
3.94,Mid-tier,STEM,Northeast,1,2,1,Medium,LinkedIn,7,58,0,0,0
3.59,Mid-tier,Business,South,1,3,8,Medium,Indeed,11,221,1,1,0
2.9,Mid-tier,STEM,South,3,0,2,Large,Handshake,11,27,2,2,0
3.54,Mid-tier,Business,South,0,0,2,Small,LinkedIn,10,86,2,2,1
3.92,Lower-tier,STEM,South,2,4,0,Large,Indeed,12,122,1,0,0
2.17,Mid-tier,Humanities,West,1,1,4,Medium,LinkedIn,5,35,0,0,0
2.92,Lower-tier,Humanities,Midwest,2,1,5,Small,Indeed,2,21,2,1,1
2.84,Lower-tier,Business,South,1,2,4,Large,Handshake,5,20,2,0,0
3.3,Lower-tier,STEM,Midwest,2,1,1,Medium,Indeed,10,208,4,3,0
3.45,Mid-tier,Humanities,West,2,3,3,Large,Handshake,7,35,4,1,0
3.35,Lower-tier,Business,West,3,2,2,Small,Handshake,9,85,9,2,0
3.89,Lower-tier,Business,West,2,1,1,Large,LinkedIn,4,24,1,0,0
3.4,Top-tier,STEM,Midwest,2,0,1,Medium,LinkedIn,1,12,2,2,1
3.5,Lower-tier,Business,Northeast,1,4,4,Small,LinkedIn,11,55,1,0,0
3.11,Mid-tier,Business,West,0,2,0,Small,LinkedIn,11,44,2,0,0
2.7,Mid-tier,Business,Northeast,0,1,2,Large,Handshake,9,39,0,0,0
2.9,Lower-tier,Business,West,2,3,1,Large,LinkedIn,9,90,3,1,1
2.98,Mid-tier,Humanities,Northeast,1,7,1,Large,Handshake,10,35,0,0,0
3.06,Lower-tier,Arts,Midwest,0,5,2,Medium,LinkedIn,7,54,3,1,0
3.26,Lower-tier,Healthcare,Northeast,1,0,4,Small,Handshake,12,16,1,0,0
3.29,Mid-tier,STEM,Northeast,0,2,3,Medium,Indeed,5,74,0,0,0
3.32,Mid-tier,Humanities,West,0,3,3,Medium,Handshake,10,51,5,1,0
3.01,Lower-tier,Business,Midwest,2,2,4,Medium,Handshake,11,23,1,0,0
2.82,Mid-tier,STEM,Midwest,2,3,1,Small,Handshake,1,5,0,0,0
3.82,Top-tier,STEM,South,2,1,1,Small,Handshake,9,76,4,2,0
2.08,Mid-tier,Healthcare,West,2,1,5,Large,Indeed,6,70,0,0,0
3.27,Mid-tier,Humanities,Midwest,0,4,1,Medium,LinkedIn,8,68,2,2,1
3.78,Mid-tier,Business,South,0,4,1,Small,LinkedIn,6,52,2,0,0
3.58,Top-tier,STEM,Northeast,4,1,5,Medium,LinkedIn,6,36,2,1,1
2.88,Mid-tier,STEM,Midwest,0,4,2,Medium,Handshake,12,54,4,1,0
3.33,Mid-tier,Business,South,2,2,2,Medium,LinkedIn,5,45,3,3,1
3.6,Top-tier,Business,Northeast,3,2,3,Medium,LinkedIn,9,33,2,1,1
2.9,Mid-tier,Business,Northeast,2,1,4,Medium,Handshake,3,9,2,1,1
3.38,Lower-tier,STEM,South,0,3,0,Large,Handshake,3,15,5,3,0
3.25,Lower-tier,Business,Northeast,1,2,1,Medium,Indeed,2,27,2,2,1
2.89,Mid-tier,STEM,Northeast,3,0,4,Medium,LinkedIn,8,125,6,4,0
3.22,Lower-tier,STEM,Northeast,0,1,4,Medium,Indeed,5,75,0,0,0
3.58,Mid-tier,Business,Northeast,0,4,6,Small,LinkedIn,12,108,5,2,0
2.44,Mid-tier,Humanities,West,1,2,2,Medium,LinkedIn,3,19,1,0,0
2.97,Mid-tier,Healthcare,South,0,2,3,Medium,Indeed,5,156,4,1,1
3.67,Lower-tier,Business,West,1,2,3,Small,LinkedIn,2,16,1,0,0
2.92,Mid-tier,STEM,Northeast,1,0,2,Large,Handshake,10,48,3,3,1
2.72,Mid-tier,Business,Midwest,0,0,6,Large,LinkedIn,3,39,1,0,0
3.32,Mid-tier,Humanities,West,1,1,2,Medium,LinkedIn,12,122,5,2,0
3.1,Lower-tier,Business,South,0,2,3,Medium,LinkedIn,11,93,3,0,0
3.33,Mid-tier,Healthcare,South,1,0,2,Medium,LinkedIn,9,78,2,2,1
3.79,Lower-tier,STEM,South,1,5,3,Large,LinkedIn,7,18,2,2,1
2.85,Mid-tier,Humanities,South,0,2,4,Large,Indeed,2,43,0,0,0
2.93,Lower-tier,Healthcare,Northeast,0,2,3,Small,Indeed,11,177,6,2,1
2.94,Mid-tier,Healthcare,West,1,1,0,Small,Handshake,2,16,2,1,1
3.24,Mid-tier,STEM,West,2,2,3,Large,Handshake,8,45,3,1,0
3.44,Lower-tier,STEM,West,1,2,4,Medium,Indeed,12,198,2,1,0
2.82,Lower-tier,Healthcare,South,0,1,6,Large,Indeed,11,97,2,2,1
3.92,Lower-tier,Healthcare,Northeast,2,0,5,Large,Handshake,8,80,4,2,1
3.33,Mid-tier,Healthcare,Northeast,0,4,2,Large,LinkedIn,1,13,0,0,0
3.48,Lower-tier,Business,West,1,1,1,Medium,LinkedIn,1,5,0,0,0
4.0,Lower-tier,Humanities,West,3,0,2,Medium,LinkedIn,2,8,2,2,1
3.57,Top-tier,Humanities,Northeast,0,4,3,Large,Indeed,4,39,0,0,0
3.23,Lower-tier,Healthcare,South,1,2,7,Medium,Indeed,2,31,2,2,0
